0,0,0000
0,0,1200
0,0,3300
0,0,5600
0,1,0000
0,1,1200
0,1,5000
1,0,0000
1,0,1100
1,0,1900
1,0,2300
1,0,3400
1,0,3900
1,0,4200
1,0,4800
1,0,5300
1,0,6400
1,0,5500
1,0,3500
1,0,2400
1,0,1700
1,0,1000
1,0,5600
1,0,5702
1,0,4678
1,0,0564
1,0,0234
1,0,0900
1,0,1200
1,0,1300
1,0,1400
1,0,2200
1,0,2300
1,0,2400
1,0,2500
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,2600
1,0,6200
1,0,6200
1,0,6200
1,0,6200
1,0,6200
1,0,6200
1,0,6200
1,0,6200
1,0,6200
1,0,6400
1,0,6400
1,0,6400
1,0,6400
1,0,6400
1,0,6400
1,0,6400
1,0,6400
1,0,6400
1,1,6400
1,0,6400
1,0,6400
